X,CH1,Start,Increment,
Sequence,Volt,-4.080000e-07,2.000000e-09,
0,-1.562500e+00,
1,1.562500e+00,
2,1.562500e+00,
3,-1.562500e+00,
4,1.562500e+00,
5,-1.562500e+00,
6,-1.562500e+00,
7,1.562500e+00,
8,1.562500e+00,
9,-1.562500e+00,
10,1.562500e+00,
11,-1.562500e+00,
12,-1.562500e+00,
13,1.562500e+00,
14,1.562500e+00,
15,-1.562500e+00,
16,1.562500e+00,
17,0.000000e+00,
18,1.562500e+00,
19,-1.562500e+00,
20,1.562500e+00,
21,-1.562500e+00,
22,1.562500e+00,
23,-1.562500e+00,
24,1.562500e+00,
25,0.000000e+00,
26,3.125000e+00,
27,-1.562500e+00,
28,1.562500e+00,
29,-1.562500e+00,
30,1.562500e+00,
31,-1.562500e+00,
32,3.125000e+00,
33,-1.562500e+00,
34,1.562500e+00,
35,-1.562500e+00,
36,0.000000e+00,
37,1.562500e+00,
38,0.000000e+00,
39,1.562500e+00,
40,1.562500e+00,
41,-1.562500e+00,
42,0.000000e+00,
43,1.562500e+00,
44,-1.562500e+00,
45,1.562500e+00,
46,1.562500e+00,
47,-1.562500e+00,
48,1.562500e+00,
49,0.000000e+00,
50,3.125000e+00,
51,0.000000e+00,
52,1.562500e+00,
53,-1.562500e+00,
54,1.562500e+00,
55,0.000000e+00,
56,1.562500e+00,
57,-1.562500e+00,
58,1.562500e+00,
59,-1.562500e+00,
60,-1.562500e+00,
61,1.562500e+00,
62,1.562500e+00,
63,-1.562500e+00,
64,1.562500e+00,
65,-1.562500e+00,
66,3.125000e+00,
67,-1.562500e+00,
68,1.562500e+00,
69,-1.562500e+00,
70,1.562500e+00,
71,-1.562500e+00,
72,1.562500e+00,
73,-1.562500e+00,
74,1.562500e+00,
75,-1.562500e+00,
76,1.562500e+00,
77,0.000000e+00,
78,-1.562500e+00,
79,3.125000e+00,
80,1.562500e+00,
81,-1.562500e+00,
82,1.562500e+00,
83,0.000000e+00,
84,1.562500e+00,
85,-1.562500e+00,
86,1.562500e+00,
87,-1.562500e+00,
88,1.562500e+00,
89,0.000000e+00,
90,3.125000e+00,
91,-1.562500e+00,
92,0.000000e+00,
93,1.562500e+00,
94,0.000000e+00,
95,1.562500e+00,
96,1.562500e+00,
97,0.000000e+00,
98,1.562500e+00,
99,-1.562500e+00,
100,1.562500e+00,
101,-1.562500e+00,
102,1.562500e+00,
103,-1.562500e+00,
104,3.125000e+00,
105,0.000000e+00,
106,1.562500e+00,
107,0.000000e+00,
108,1.562500e+00,
109,-1.562500e+00,
110,1.562500e+00,
111,-1.562500e+00,
112,1.562500e+00,
113,0.000000e+00,
114,0.000000e+00,
115,3.125000e+00,
116,-1.562500e+00,
117,1.562500e+00,
118,3.125000e+00,
119,-1.562500e+00,
120,0.000000e+00,
121,1.562500e+00,
122,1.562500e+00,
123,0.000000e+00,
124,1.562500e+00,
125,0.000000e+00,
126,-1.562500e+00,
127,1.562500e+00,
128,3.125000e+00,
129,0.000000e+00,
130,0.000000e+00,
131,3.125000e+00,
132,0.000000e+00,
133,1.562500e+00,
134,3.125000e+00,
135,-1.562500e+00,
136,0.000000e+00,
137,1.562500e+00,
138,0.000000e+00,
139,1.562500e+00,
140,3.125000e+00,
141,0.000000e+00,
142,3.125000e+00,
143,0.000000e+00,
144,3.125000e+00,
145,1.562500e+00,
146,1.562500e+00,
147,3.125000e+00,
148,1.562500e+00,
149,3.125000e+00,
150,3.125000e+00,
151,1.562500e+00,
152,4.687500e+00,
153,1.562500e+00,
154,3.125000e+00,
155,4.687500e+00,
156,3.125000e+00,
157,4.687500e+00,
158,3.125000e+00,
159,6.250000e+00,
160,3.125000e+00,
161,6.250000e+00,
162,7.812500e+00,
163,4.687500e+00,
164,7.812500e+00,
165,4.687500e+00,
166,6.250000e+00,
167,9.375000e+00,
168,9.375000e+00,
169,6.250000e+00,
170,9.375000e+00,
171,6.250000e+00,
172,1.093750e+01,
173,7.812500e+00,
174,1.093750e+01,
175,9.375000e+00,
176,1.093750e+01,
177,1.250000e+01,
178,1.406250e+01,
179,1.093750e+01,
180,1.406250e+01,
181,1.250000e+01,
182,1.250000e+01,
183,1.562500e+01,
184,1.406250e+01,
185,1.562500e+01,
186,1.562500e+01,
187,1.875000e+01,
188,1.562500e+01,
189,2.031250e+01,
190,1.718750e+01,
191,2.031250e+01,
192,1.718750e+01,
193,2.031250e+01,
194,1.875000e+01,
195,2.187500e+01,
196,2.187500e+01,
197,2.500000e+01,
198,2.187500e+01,
199,2.343750e+01,
200,2.343750e+01,
201,2.656250e+01,
202,2.343750e+01,
203,2.656250e+01,
204,2.500000e+01,
205,2.812500e+01,
206,2.500000e+01,
207,2.656250e+01,
208,2.656250e+01,
209,2.812500e+01,
210,2.968750e+01,
211,2.656250e+01,
212,2.812500e+01,
213,2.968750e+01,
214,3.125000e+01,
215,2.812500e+01,
216,2.968750e+01,
217,3.125000e+01,
218,2.968750e+01,
219,3.281250e+01,
220,3.281250e+01,
221,3.125000e+01,
222,2.968750e+01,
223,3.437500e+01,
224,3.125000e+01,
225,3.437500e+01,
226,3.281250e+01,
227,3.437500e+01,
228,3.593750e+01,
229,3.437500e+01,
230,3.437500e+01,
231,3.593750e+01,
232,3.437500e+01,
233,3.750000e+01,
234,3.437500e+01,
235,3.750000e+01,
236,3.593750e+01,
237,3.750000e+01,
238,3.593750e+01,
239,3.750000e+01,
240,3.906250e+01,
241,3.593750e+01,
242,3.906250e+01,
243,3.750000e+01,
244,3.593750e+01,
245,3.906250e+01,
246,4.062500e+01,
247,3.750000e+01,
248,3.750000e+01,
249,4.062500e+01,
250,3.906250e+01,
251,4.062500e+01,
252,3.750000e+01,
253,4.062500e+01,
254,4.218750e+01,
255,3.906250e+01,
256,4.218750e+01,
257,3.906250e+01,
258,3.906250e+01,
259,4.218750e+01,
260,4.218750e+01,
261,4.062500e+01,
262,4.375000e+01,
263,4.062500e+01,
264,4.062500e+01,
265,4.375000e+01,
266,4.218750e+01,
267,4.375000e+01,
268,4.531250e+01,
269,4.218750e+01,
270,4.375000e+01,
271,4.531250e+01,
272,4.687500e+01,
273,4.375000e+01,
274,4.531250e+01,
275,4.687500e+01,
276,4.843750e+01,
277,4.531250e+01,
278,4.687500e+01,
279,4.843750e+01,
280,5.000000e+01,
281,4.843750e+01,
282,4.843750e+01,
283,5.000000e+01,
284,4.843750e+01,
285,5.156250e+01,
286,5.000000e+01,
287,5.156250e+01,
288,5.156250e+01,
