X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-3.500000e-02,5.000000e-05,
0,7.343750e+00,-7.812500e-01,
1,6.875000e+00,-1.406250e+00,
2,7.343750e+00,-1.250000e+00,
3,6.875000e+00,-7.812500e-01,
4,7.343750e+00,-7.812500e-01,
5,6.718750e+00,-1.406250e+00,
6,7.343750e+00,-9.375000e-01,
7,6.718750e+00,-1.406250e+00,
8,6.718750e+00,-9.375000e-01,
9,7.343750e+00,-1.406250e+00,
10,7.187500e+00,-9.375000e-01,
11,6.718750e+00,-1.406250e+00,
12,6.718750e+00,-1.406250e+00,
13,7.187500e+00,-9.375000e-01,
14,7.187500e+00,-9.375000e-01,
15,6.562500e+00,-1.406250e+00,
16,7.031250e+00,-1.562500e+00,
17,6.562500e+00,-9.375000e-01,
18,7.031250e+00,-1.093750e+00,
19,6.406250e+00,-1.562500e+00,
20,6.406250e+00,-1.562500e+00,
21,7.031250e+00,-1.093750e+00,
22,6.875000e+00,-1.562500e+00,
23,6.250000e+00,-1.093750e+00,
24,6.250000e+00,-1.562500e+00,
25,6.875000e+00,-1.093750e+00,
26,6.718750e+00,-1.562500e+00,
27,6.093750e+00,-1.093750e+00,
28,6.562500e+00,-1.093750e+00,
29,5.937500e+00,-1.718750e+00,
30,5.937500e+00,-1.093750e+00,
31,6.562500e+00,-1.718750e+00,
32,6.406250e+00,-1.718750e+00,
33,5.781250e+00,-1.093750e+00,
34,6.250000e+00,-1.718750e+00,
35,5.625000e+00,-1.093750e+00,
36,6.093750e+00,-1.718750e+00,
37,5.468750e+00,-1.093750e+00,
38,5.468750e+00,-1.718750e+00,
39,6.093750e+00,-1.093750e+00,
40,5.937500e+00,-1.250000e+00,
41,5.312500e+00,-1.718750e+00,
42,5.781250e+00,-1.718750e+00,
43,5.156250e+00,-1.250000e+00,
44,5.625000e+00,-1.250000e+00,
45,5.000000e+00,-1.718750e+00,
46,5.468750e+00,-1.718750e+00,
47,4.843750e+00,-1.250000e+00,
48,5.312500e+00,-1.250000e+00,
49,4.687500e+00,-1.718750e+00,
50,5.156250e+00,-1.718750e+00,
51,4.531250e+00,-1.250000e+00,
52,5.000000e+00,-1.718750e+00,
53,4.375000e+00,-1.250000e+00,
54,4.843750e+00,-1.718750e+00,
55,4.218750e+00,-1.250000e+00,
56,4.687500e+00,-1.718750e+00,
57,3.906250e+00,-1.250000e+00,
58,4.531250e+00,-1.718750e+00,
59,3.750000e+00,-1.250000e+00,
60,4.218750e+00,-1.718750e+00,
61,3.593750e+00,-1.250000e+00,
62,4.062500e+00,-1.718750e+00,
63,3.437500e+00,-1.250000e+00,
64,3.906250e+00,-1.718750e+00,
65,3.281250e+00,-1.250000e+00,
66,3.750000e+00,-1.718750e+00,
67,2.968750e+00,-1.250000e+00,
68,3.593750e+00,-1.250000e+00,
69,2.812500e+00,-1.718750e+00,
70,3.281250e+00,-1.250000e+00,
71,2.656250e+00,-1.718750e+00,
72,3.125000e+00,-1.718750e+00,
73,2.500000e+00,-1.093750e+00,
74,2.812500e+00,-1.250000e+00,
75,2.187500e+00,-1.718750e+00,
76,2.656250e+00,-1.718750e+00,
77,2.031250e+00,-1.093750e+00,
78,2.500000e+00,-1.562500e+00,
79,1.875000e+00,-1.093750e+00,
80,2.343750e+00,-1.093750e+00,
81,1.562500e+00,-1.718750e+00,
82,2.031250e+00,-1.562500e+00,
83,1.406250e+00,-1.093750e+00,
84,1.718750e+00,-1.562500e+00,
85,1.093750e+00,-1.093750e+00,
86,1.562500e+00,-1.093750e+00,
87,9.375000e-01,-1.562500e+00,
88,1.406250e+00,-1.093750e+00,
89,7.812500e-01,-1.562500e+00,
90,1.093750e+00,-1.093750e+00,
91,4.687500e-01,-1.562500e+00,
92,9.375000e-01,-1.406250e+00,
93,3.125000e-01,-9.375000e-01,
94,7.812500e-01,-1.406250e+00,
95,0.000000e+00,-9.375000e-01,
96,4.687500e-01,-1.406250e+00,
97,-1.562500e-01,-9.375000e-01,
98,3.125000e-01,-1.406250e+00,
99,-4.687500e-01,-9.375000e-01,
100,0.000000e+00,-9.375000e-01,
101,-6.250000e-01,-1.406250e+00,
102,-1.562500e-01,-1.406250e+00,
103,-9.375000e-01,-7.812500e-01,
104,-4.687500e-01,-1.250000e+00,
105,-1.093750e+00,-7.812500e-01,
106,-6.250000e-01,-1.250000e+00,
107,-1.250000e+00,-7.812500e-01,
108,-9.375000e-01,-1.250000e+00,
109,-1.562500e+00,-7.812500e-01,
110,-1.093750e+00,-7.812500e-01,
111,-1.718750e+00,-1.250000e+00,
112,-1.250000e+00,-7.812500e-01,
